SMILES,QEPPI Score,QED score,RO4 score,MW,MolLogP,SA score
COC1CCN(c2ccc(C(NC(=O)NCc3cccs3)C(Cl)(Cl)Cl)cc2)CC1,0.823906958,0.558170232,0.5,476.857,5.274,3.054583002
CCn1ccnc1CNC(=O)c1nc(=NC2CC2)cc(-c2ccncc2)[nH]1,0.823905706,0.695644579,0.25,363.425,1.6812,3.132720045
CCc1ccc(N2CCCCC2)c(C(=O)NCC(=O)NC2CCN(Cc3cccc(Cl)c3)C2)c1,0.823882163,0.596271954,0.5,483.056,4.0132,2.72456768
O=C(Nc1cc(F)cc(N2CCCNC2=O)c1)c1ccc(NC(=O)c2cccnc2Cl)cc1,0.823872507,0.486579551,0.5,467.888,4.2984,2.358658885
O=C(Nc1ccc(C2CCNC2)cc1F)c1cccc(C2CCN(CC(F)(F)F)CC2)n1,0.823867202,0.667674309,0.5,450.48,4.2916,3.115357797
Cc1ccc(C(=O)NS(=O)(=O)c2cc(Br)ccc2C(=O)N2CCCCCC2)cc1C,0.823860586,0.692310894,0.5,493.423,4.20084,2.192435108
CCCC(=O)Nc1cc(F)cc(NC(=O)CCN2C(=O)c3cccc(C)c3C2=O)c1,0.823858202,0.681943073,0.25,411.433,3.49752,2.258306099
O=C(Nc1ccc(C(=O)N2CCC(N(C(=O)NCc3ccncc3)c3cccc(F)c3)CC2)cc1)c1ccccn1,0.823822677,0.339604165,1,552.61,4.889,2.560778256
Cc1ccc(NC(=O)CNC(=O)c2cccc(S(=O)(=O)Nc3ccc(F)cc3)c2)cc1F,0.823781073,0.503469993,0.25,459.474,3.44252,1.993048346
CNC(=O)CCCc1cn(CC(=O)N2CCN(C(C)=O)CC2)nc1Cc1ccc(F)cc1F,0.823769867,0.645777686,0.5,461.513,1.5115,2.698014122
COc1c(Cl)cc(Cl)c(Cl)c1C(=O)N1CCC(NC(=O)c2cncc(Cl)c2)CC1,0.823765337,0.646656043,0.5,477.175,4.7384,2.50493646
COc1ccc(Cl)cc1C(=O)Nc1cc(S(=O)(=O)N2CCCCC2)ccc1N1CCN(C)CC1,0.823762417,0.645153344,0.5,507.056,3.5273,2.23065465
Cc1c(Cl)c(C(=O)NCC(=O)N(C)CC(=O)Nc2ccc(F)cc2)nn1C,0.823747337,0.771188294,0.25,395.822,1.34792,2.265900672
CC(C)n1cc(CNC(=O)CNc2ccccc2SC(F)(F)F)cn1,0.82373333,0.726030168,0.25,372.416,3.8042,2.569426487
CCNC(=O)c1ccc(N2CCN(C)CC2)c(NC(=O)c2ccc(Cl)c(C3CCN(Cc4ccc(Cl)cc4F)CC3)n2)c1,0.823727906,0.335773861,1,627.592,5.6609,2.781567567
O=C(Nc1cc(Cl)ccc1C(=O)N1CCCCCC1)c1cnc(C2CC2)nc1C(F)(F)F,0.823705971,0.66354183,0.5,466.891,5.2947,2.490224837
Cc1cc(N2CCC(N(C)C)CC2)cc(C(=O)Nc2ccc(C(=O)N3CCC(N(C)C)CC3)cc2)n1,0.823679209,0.667028191,0.5,492.668,3.33892,2.539452007
Cc1cc(=NC(C)c2ccc(F)cc2)nc(N2CCN(c3cccc(C)c3C)CC2)[nH]1,0.823676348,0.679115623,0.5,419.548,4.46256,3.227637019
O=C(NN1C(c2cccc3ccccc23)SCC(=O)N1c1ccccc1)c1cncc(Br)c1,0.82360363,0.394658284,1,519.424,5.3379,3.23563402
CC(=O)N1CCC(c2ccc(NC(=O)c3cccc(C4CC4)n3)c(N3CCC(N(C)C)C3)n2)CC1,0.823545873,0.687630064,0.75,476.625,3.4725,3.252247903
O=C(NS(=O)(=O)c1ccc(F)c(F)c1)c1sccc1C1CCNCC1,0.823515117,0.847105133,0.25,386.445,2.612,2.539195632
O=C(NCc1ccncc1)c1c[nH]c(=NC2CCCCCC2)cc1N1CCCC1,0.823513269,0.763013568,0,393.535,3.5634,2.851953115
Cc1ccc(-c2ccc(C(=O)NCc3ccc(C(=O)NCc4cccnc4)o3)cc2)cc1,0.82350713,0.456300261,0.5,425.488,4.51002,2.051265961
O=C(CSc1nc(=O)c(Cc2ccccc2)n[nH]1)NCc1cccnc1,0.823488235,0.614804855,0.25,367.434,1.5592,2.282279692
N#Cc1c[nH]c(C(=O)Nc2cc(F)cc(C(=O)N3CCC(Nc4ccccc4Cl)CC3)c2)c1C(F)(F)F,0.823474467,0.367979107,0.5,533.913,5.66668,2.830359603
Cc1ccc(CNC(=O)CNC(=O)c2ccc(Cl)c(NC(=O)c3ccncc3)c2)cc1,0.823460519,0.528424705,0.25,436.899,3.34192,1.970179053
CC1=NC(c2ccccc2)c2c(oc3ccc(F)cc3c2=O)C1C(=O)N1CCC(C(=O)NCc2ccc(F)cc2)CC1,0.823457718,0.354440467,1,569.608,5.2737,3.635947934
O=C(CNC(=O)c1ccc(Cl)cc1F)NC1CCN(Cc2ccc(Cl)cc2NC(=O)c2cccnc2)C1,0.823450327,0.399429707,0.5,544.414,3.9003,2.860106609
O=C(Nc1ccc(N2CCC(F)(F)C2)nc1)c1cc(N2CCC(F)C2)c(Cl)cn1,0.82339263,0.807490736,0.5,425.842,3.7759,3.347878311
CCn1ncc(CN2CCc3cc(C(=O)NCCN4CCCCC4C)ccc3C2)c1C,0.823344529,0.741882905,0.5,423.605,3.37392,2.937050854
O=C(c1ccc(Cl)c(S(=O)(=O)NC2CC2)c1)C(c1ccccc1)N1CCN(Cc2ccc(F)cc2)CC1,0.823338926,0.398976664,1,542.076,4.6616,2.829720235
O=C(Nc1cc(C(=O)Nc2ccc(C3CCC(C(=O)O)CC3)cc2Cl)ccc1F)c1cccnc1,0.823317528,0.40398306,0.5,495.938,5.7371,2.297544832
O=C(Nc1cc(Cl)ccc1C(=O)Nc1ccc(C2CCC(C(=O)O)CC2)cc1F)c1cccnc1,0.823317528,0.40398306,0.5,495.938,5.7371,2.318245531
CCc1nc(C)oc1C(=O)NC(C(=O)NCc1cccnc1)c1ccncc1,0.823292553,0.65063597,0.25,379.42,2.12292,3.064555039
CCNC(=O)C(C(F)F)N1Cc2cc(C#N)ccc2C12C(=O)Nc1cc(Cl)c(F)cc12,0.823197424,0.752244949,0.25,448.832,3.13188,4.477684168
COc1ccc(C(=O)NCC(=O)N2CCN(C(=O)c3cc(Cl)ccc3F)CC2)cc1,0.823193073,0.783699928,0.25,433.867,2.2021,1.972948209
CC1CCCN1C1CCN(c2cc(F)cc(C(=O)N3CCC(N=c4cccc(Cl)[nH]4)CC3)c2)C1=O,0.823163509,0.653234402,0.5,500.018,3.6023,4.032223954
CCc1ccc(CNCc2ccc(F)c(-c3n[nH]c(C(=O)NC4CCCCC4)c3C)c2)cn1,0.823110044,0.459834828,0.5,449.574,4.83392,2.66015473
Cc1cc(NC(=O)c2ccc(F)c(NC(=O)c3cccnc3)c2)ccc1C1CCC(C(=O)O)CC1,0.82310009,0.44285218,0.5,475.52,5.39212,2.294081895
Cc1ccc(-c2ncnc(C)c2C#Cc2cc(F)cc(C(=O)NCc3cccnc3)c2)cn1,0.823090672,0.487991688,0.75,437.478,4.01934,2.700907604
CN1Cc2cc(S(=O)(=O)Nc3ccccc3F)ccc2N(c2ccc(-c3ccncc3)cc2)C1=O,0.823077142,0.408262052,0.75,488.544,5.392,2.459596832
CCn1cc(C(=O)Nc2c(F)cccc2F)nc(-c2oc(C)nc2C)c1=O,0.822981656,0.758004674,0.25,374.347,3.06554,2.818960681
Cc1ccc(NC(=O)c2cnc(Cl)c(NC(=S)NC(=O)c3ccc(F)cc3)c2)cc1,0.822943509,0.407227637,0.5,442.903,4.56162,2.104501505
Cc1cc(C(=O)Nc2ccc(C3CCN(C)C3)cc2N2CCC(N3CCCC3C)C2)ccn1,0.822923899,0.7471471,1,447.627,4.12442,3.580811722
Cc1[nH]c(C(=O)C(C#N)=Cc2cc(Cl)c(OCC(=O)O)c(Cl)c2)c(Cl)c1C,0.822899103,0.3896972,0.5,427.671,4.84502,2.887164423
O=C(c1ccc(Cl)c(CN2CCNCC2)c1)c1cnc(OCC(=O)N2CCC2)c(Cl)c1Cl,0.822884023,0.591886901,0.5,497.81,3.2891,2.730472512
Cc1cc(C2CCC(C(=O)O)CC2)ccc1NC(=O)c1ccc(Cl)c(NC(=O)c2ccccn2)c1,0.822756648,0.397105469,0.5,491.975,5.90642,2.278947629
O=C(N=c1c(C(=O)Nc2cccc(F)c2)n[nH]n1Cc1ccc(Cl)cc1)c1ccc(F)cc1,0.822750032,0.460845975,0.5,467.863,4.1845,2.568775743
c1ccc(CN2CCC(c3nc(-c4cccnc4)c(-c4ccncc4)[nH]3)CC2)nc1,0.82269752,0.544322639,0.75,396.498,4.3083,2.478632494
CC(=O)c1ccc(NC(=O)c2cnc(C)cn2)c(C(=O)NCc2ccco2)c1,0.822689652,0.637634322,0.25,378.388,2.76292,2.271121858
O=C(CNC(=O)c1ccc(NC(=O)c2ccncc2)c(C(F)(F)F)c1)NC1CCN(Cc2ccccc2F)C1,0.822611928,0.376981181,0.5,543.521,3.6123,2.891762162
CC(NC(=O)c1cc(NC(=O)c2ccccn2)ccc1N)c1ccccc1C(F)(F)F,0.822538197,0.524093607,0.5,428.414,4.4259,2.673003018
Cc1ncnc(C)c1-c1ccc(C(=O)NC(C)c2ccncc2)cc1,0.822507441,0.79174035,0,332.407,3.64644,2.626456149
CC(=O)Nc1cncc(C(=O)Nc2cc(Cl)ccc2C(=O)Nc2ccc(C)c(F)c2)c1,0.822471976,0.537418653,0.5,440.862,4.64552,2.128570967
O=C(NN1CCN(Cc2ccc(Cl)nc2)C1=O)c1ccc(N2CCCC2=O)c(F)c1,0.822462201,0.737164602,0.25,431.855,2.5835,2.688601816
O=C(Nc1ccc(C(=O)N2CCn3c(nnc3C(F)(F)F)C2)cc1)c1c(Cl)cncc1Cl,0.822445273,0.607739273,0.5,485.253,3.907,2.626586116
O=C(Cc1cccc(NC(=O)c2ccc(Cl)cc2)c1)Nc1ccc(N2C(=O)c3ccccc3C2=O)cc1F,0.822399914,0.313766577,0.75,527.939,5.7132,2.176152634
O=C(Nc1cccc(F)c1)c1ccc(N=c2[nH]ccnc2C(=O)NCC(F)(F)F)nc1,0.822398722,0.536284117,0.5,434.353,2.7206,2.920179566
Cc1csc(C(=O)NCCNC(=O)c2cc(Cl)ccc2N2CCCCC2)c1,0.822370946,0.717137805,0.25,405.951,3.86002,2.249945942
Cc1c(F)cc(NC(=O)c2cncc(Cl)c2N2CCCC2)cc1N1CCC(N(C)C)C1,0.822369933,0.747944564,0.75,445.97,4.17532,3.154459825
COc1ccc(NC(=O)c2c(Cl)c(C)nn2CC(=O)N2CCN(C(C)C)CC2)c(Cl)c1,0.822359204,0.704032104,0.5,468.385,3.31182,2.460570672
Cc1[nH]c(=NC2CC2)c(C(=O)NCc2ccc(F)cc2)cc1C(=O)NCc1cncnc1,0.822331369,0.529063409,0.5,434.475,2.17532,2.872316265
CC1(C)CN(c2ncc(-c3ccc(Cl)c(C(=O)NC4CC4)c3)cn2)CCN1,0.822329998,0.846404609,0.25,385.899,2.8774,2.579613614
O=C(NCC(NC1CCCCCCC1)c1ccc(F)cc1)c1ccc(NC(=O)c2ccc(Cl)nc2)cc1,0.822295785,0.303077954,0.5,523.052,6.3,2.791997212
O=C(Nc1cccc(CN2CCCN(Cc3ccccc3F)CC2)c1)c1cccc(N2CCC2)c1,0.822271287,0.525577279,0.75,472.608,4.996,2.105433067
O=C(CNS(=O)(=O)c1ccccc1F)Nc1cc(Cl)ccc1OCCc1ccncc1,0.822270751,0.506514648,0.5,463.918,3.4126,2.205079053
COc1cc(C2CCN(C)CC2)ccc1NC(=O)N(Cc1cccnc1)C1CCC(C(C)(C)C)CC1,0.822265446,0.497474616,0.5,492.708,6.5384,2.619613671
CS(=O)(=O)NC1Cc2cc(F)ccc2N(CCCN2C(=O)C(=O)c3ccccc32)C1=O,0.822239339,0.6744035,0.5,445.472,1.2522,3.018005701
O=C(NCc1cnc(N2CCCCCCC2)nc1)c1ncccc1C1CC1,0.822220266,0.878642761,0.25,365.481,3.4495,2.38573492
CC(C)NC(=O)C(=O)N1CCN(c2ccncc2C(=O)c2ccc(Cl)cc2)CC1,0.822103798,0.611859464,0.5,414.893,2.1392,2.332131588
CCN1CCN(c2cc(C(=O)NCc3nc(C)c[nH]3)[nH]c2-c2ccccc2)CC1,0.822090268,0.602653145,0,392.507,2.78512,2.876365471
Cc1ccc(C(=O)N2CCN(c3ccc(NC(=O)CN4C(=O)NC5(CCCCC5C)C4=O)c(Cl)c3Cl)CC2)cc1C,0.822042584,0.470226968,1,600.547,5.01184,3.832984801
Cc1ccc(CNCc2nc(-c3ccc(Cl)cc3Cl)oc2C)c(NCc2ccncc2)c1,0.821977794,0.307271309,0.75,467.4,6.56214,2.488459401
CC(C)C(CO)NCc1nc(-c2cccc(NC(=O)c3ccc(Cl)cc3)c2)ccc1F,0.82196945,0.464500121,0.5,441.934,4.8999,2.753823751
CC(C)c1cccc(C(=O)N2CCN(CC(=O)Nc3ccc(CN4CCOCC4)c(Cl)c3)CC2)n1,0.821903884,0.630491086,0.5,500.043,3.0871,2.402208678
CCc1nc(C)c(C(=O)NC2CCC2)cc1-c1ccc(C(=O)NCCN2CCCC2)cc1,0.821865022,0.663995635,0.25,434.584,3.72732,2.304455064
Cc1nc2c(Cl)cc(Cl)cn2c1C=NNC(=O)c1ccncc1,0.82183367,0.583974876,0.25,348.193,3.10842,2.641202732
Cc1cc(C(=O)c2sc(N3CCCC3CNC(=O)C(C)(C)C)nc2C)c(O)c(C)c1C,0.821795166,0.667589929,0.75,443.613,4.44448,3.28840937
O=C(NCC(c1cccnc1)N1CCC(N2CCCCC2)CC1)c1cc(Cl)c(Cl)s1,0.821774483,0.658708902,0.75,467.466,4.8713,3.029356414
O=C(CN1C(=O)C(=O)N(Cc2ccc(F)cc2)C1=O)Nc1ccc(Cl)c(Cl)c1,0.821773171,0.590712488,0.25,424.215,3.062,2.061390162
O=C(CNC(=O)c1cc(S(=O)(=O)N2CCCCC2)ccc1Cl)NCC(=O)N1CCc2ccccc2C1,0.821756005,0.56519846,0.5,533.05,1.9455,2.363611861
Cc1cc(C)c2sc3nc(C)cc(NCCN4CCCCC4)c3c(=O)c2c1,0.82173574,0.669268502,0.5,381.545,4.63276,2.573830857
CCN1CCC(N2Cc3c(Cn4cc(F)cc4C(=O)NC4CC4)cc(Cl)cc3C2=O)CC1,0.821734846,0.718312189,0.5,458.965,3.6612,2.91629405
O=C(Nc1ccc(C(=O)N2CCC(O)(c3ccc(F)nc3)CC2)c(Cl)c1)Nc1cccnc1C(F)(F)F,0.821733713,0.318606715,0.75,537.901,5.0557,2.85158858
CC1(c2cc(F)ccc2F)CCCN(Cc2ccc(C(=NO)N3CCC(N4CCCCC4)CC3)cc2)C1=O,0.821715474,0.255020916,0.75,524.656,5.1312,3.361840873
O=C(NC1CCN(Cc2ccccc2)C1)c1ccc(S(=O)(=O)Nc2cccc(C(=O)N3CCOCC3)c2)c(Cl)c1,0.821700513,0.420033524,0.75,583.11,3.6175,2.82132447
O=C(NCc1ccnc(Cl)c1F)c1ccc2c(ccn2C2CCN(C3CCN(C(=O)c4ccc(Cl)cc4)C3)CC2)c1,0.821671247,0.27982983,1,594.518,5.9638,3.21839373
CNC(=O)c1cc(F)cc(N(C)C2CCCN(C(=O)c3ccc(Cl)nn3)C2)c1,0.821651578,0.844441556,0.5,405.861,2.3697,3.049180438
O=C(N=c1[nH]c(C(=O)Nc2ccc(Cl)cc2-c2cccnc2)cs1)c1ccc(Cl)cn1,0.82162261,0.446181714,0.75,470.341,4.8334,2.954999987
CSc1ccc2c(c1)C(=NNC(=O)c1ccncc1)c1ccccc1CS2,0.821605563,0.523987877,0.5,391.521,4.5916,2.650196458
Cc1cncc(C(=O)Nc2cc(C(=O)N3CCc4ccccc43)ccc2NC(=O)COc2ccc(Cl)cc2Cl)c1,0.82157284,0.274682384,1,575.452,6.16952,2.465676382
CC(C)c1nc(=Nc2ccc(Cl)c(Cl)c2)cc(C(=O)NCC(=O)NC2CCN(Cc3ccccc3)CC2)[nH]1,0.82156539,0.37874224,0.75,555.51,4.5829,2.879214172
Cc1cncc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2cccc(C(=O)N3CCc4ccccc4C3)c2)c1,0.82150048,0.347735978,0.75,525.008,5.74652,2.33013512
CCS(=O)(=O)c1ccc(C(=O)Nc2ccc(N3CCC(N(C)C)C3)nc2)c(C(F)(F)F)c1,0.821430504,0.697890494,0.5,470.517,3.2866,2.984675954
Nc1ccc(Cl)cc1C(=O)N(c1ccccc1F)C(C(=O)Nc1cccc(F)c1)C(=O)NC1CCCCC1,0.821407735,0.27912053,0.5,540.998,5.3034,3.083398779
Cc1cc(C(=O)NCC(=O)Nc2ccc(C3CCC(C(=O)O)CC3)cc2)ccc1-c1cccnc1,0.821361005,0.459395223,0.5,471.557,4.78392,2.264744063
CC(NC(=O)CNC(=O)c1ccc(-c2cn[nH]c2)cc1F)c1cccc(C(C)(C)C)n1,0.821360052,0.564828266,0.25,423.492,3.5155,3.07097207
Cc1nc(Cc2nc(CC(=O)Nc3ccc(F)cc3F)no2)[nH]c(=O)c1Cl,0.821355641,0.683979257,0.25,395.753,2.16492,2.730468116
CC(=O)N1CCC(Oc2ccc(C(C)NC(=O)c3ccc(N4CCCCC4)nn3)cc2Cl)CC1,0.821353257,0.664968818,0.75,486.016,4.001,2.942919691
COc1ccc(NS(=O)(=O)c2ccc(C)c(NC(=O)c3ccc(N4CCCN(C(C)=O)CC4)c(F)c3)c2)c(C(F)(F)F)c1,0.821151435,0.34783612,0.75,622.641,5.27322,2.580233025
Cc1c(Cl)cc(C(=O)N2CCN(CC(=O)Nc3ccc(C(F)(F)F)cc3N3CCN(C(C)C)CC3)CC2)cc1Cl,0.821115315,0.491495133,0.75,600.513,5.24752,2.620016942
Cc1cc(C(=O)N2CCC2)ccc1NC(=O)c1cnc(N2CCC(F)(F)CC2)c(C2CCCNC2)n1,0.821098924,0.655068251,0.75,498.578,3.58572,3.33446018
Cc1ccc(C(=O)N2CCCC(N)C2)cc1NC(=O)c1ccc(Cl)c(C(=O)Nc2ccc(Cl)cc2F)n1,0.821094513,0.422449275,0.75,544.414,4.90382,2.898098074
Cc1ccc(NC(=O)c2cc(F)cc(NC(=O)CN3C(=O)c4cccnc4Oc4ccc(Cl)cc43)c2F)cc1F,0.821066499,0.303779992,1,566.923,6.10422,2.719159899
CCn1nnc(C)c1C(=O)NC1CCCN(c2c(F)ccc(OC(F)(F)F)c2C2CC2)C1,0.82105726,0.668908288,0.5,455.456,3.92032,3.455942785
Cc1nc(Cl)c(C2c3cc(Cl)ccc3OC3=NC(=O)CC(c4ccc(Cl)cc4)N32)[nH]c1=S,0.821054518,0.418743408,1,505.814,6.21921,4.001085018
O=C(Nc1cccnc1N1CCCCC1)c1ccc(N2CCC3(CC2)COC3)cc1Cl,0.821020424,0.752774072,1,440.975,4.5944,2.954645236
CCNC(=O)c1nnn(C2CCN(C(C)=O)CC2)c1-c1ccc(CN2CCC2)c(C(F)(F)F)c1,0.821020067,0.690056831,0.5,478.519,3.1027,2.767745086
CC(=O)Nc1ccc(C(=O)COC(=O)c2cccnc2Cl)c(Cl)c1,0.821018517,0.497498616,0.25,367.188,3.3865,2.050822314
O=C(N=c1[nH]c(C(=O)NS(=O)(=O)c2ccc(Cl)c(F)c2)cs1)c1ccc(Cl)nc1,0.820962787,0.562506705,0.5,475.31,2.7769,3.102884345
O=C(Cc1sc(N2CCCC2)nc1O)Nc1cc(Cl)cc(C(=O)Nc2ccccc2Cl)c1,0.820919514,0.44141335,0.75,491.4,5.1892,2.519234777
O=C(NCC(O)=NO)c1cccc(-c2ccc(-c3cccc(F)c3)c(Cl)c2F)n1,0.820907056,0.247669045,0.5,417.799,4.4227,2.707358939
CC(=O)Nc1c(F)cc(NC(=O)CN2CCN(c3ccccc3)CC2)cc1Nc1cccnc1,0.820848644,0.496421576,0.5,462.529,3.6834,2.357413745
Cc1ccc(NC(=O)c2ccc(N3CC3)c(C(=O)Nc3cccc(C(N)=O)c3)n2)cc1F,0.820836306,0.516916231,0.5,433.443,2.95262,2.280337369
Cc1cnc(C(=O)Nc2cc(N3CCC(N4CCCC4=O)CC3)ccc2F)cn1,0.820803046,0.858382991,0.25,397.454,2.76762,2.453686423
Cc1cccc(N(C(=O)Cn2cccn2)C(C(=O)NCc2ccccc2)c2cccnc2)c1,0.820801377,0.454240819,0.5,439.519,3.67742,2.806974405
Cc1cc(CN2CCn3c(nc4cc(NC(=O)c5cccnc5C)ccc43)C2)cc(C(F)(F)F)c1,0.820788145,0.429580998,1,479.506,5.33504,2.614269308
Cc1cc(-c2ccc(N=c3[nH]cccc3C(=O)NCc3ccncc3)cc2Cl)ccn1,0.820786655,0.486125132,0.5,429.911,4.59592,2.818729857
CC(C)NC(=O)N1CCC(n2cc(C(=O)Nc3ccc(Cl)c(Cl)c3)cn2)CC1,0.820767224,0.772450463,0.5,424.332,4.1971,2.376306361
O=C(CN(C(=O)c1ccc(Cl)nc1)C(C(=O)NC1CCCCC1)c1ccccc1F)NC1CCCCC1,0.820691943,0.473913613,0.5,529.056,4.9554,3.01498405
Cc1cccc(CNC(=O)c2cccc3c(NC(=O)c4ccc(Cl)cn4)cccc23)n1,0.82060051,0.477160574,0.5,430.895,4.77392,2.206864291
O=C(CN1C(=O)c2ccccc2C1=O)NN1C(=O)CSC1c1ccc(Cl)cc1,0.820578694,0.773732028,0.5,415.858,2.2414,2.854678873
CNC(=O)c1cncc(NC(=O)c2ccc(NC(=O)c3ccncc3F)c(Cl)c2)c1,0.820577919,0.578612749,0.5,427.823,3.1333,2.274070736
CN(C)c1ncccc1CN=c1cc(-c2ccncc2)[nH]cn1,0.820540011,0.800498235,0.25,306.373,2.0336,3.109501656
CCC(=O)N1CCN(S(=O)(=O)c2ccccc2)C(C(=O)Nc2ccc(C)c(F)c2)C1,0.820538878,0.784504564,0.25,433.505,2.38432,2.626583591
Cc1cccc2c1C(=O)N(CC1(c3ccccc3)NC(=O)C(N=C3CCCCCN3)C1C)C2=O,0.820534706,0.688819176,0.5,458.562,3.18312,4.314719669
CCNC(=O)c1cc2c(-c3cnn(CC)c3)cc(=O)[nH]c2cn1,0.820383847,0.764418489,0.25,311.345,1.5562,2.613299536
Cc1ncc(-c2cc(C3CCN(C(=O)CCN4CCCCC4=O)CC3)n[nH]2)cc1F,0.820380509,0.816907206,0.25,413.497,3.02782,2.849621618
CC(=O)Nc1cccc(C)c1NC(=O)c1cc(C(=O)Nc2cccc(F)c2)nc(C)n1,0.820380151,0.581464275,0.5,421.432,3.69554,2.341977228
Cc1cncc(C(=O)Nc2ccc(Cl)cc2C(=O)NCC(=O)NC2CCN(Cc3ccc(Cl)cc3)CC2)c1,0.820354581,0.381764567,0.75,554.478,4.45972,2.37090648
O=C(Nc1ccc(C(=O)N2CCC(c3ccc(F)cc3)CC2)c(-c2ccc(Cl)cn2)c1)c1ccccn1,0.82033807,0.34344741,0.75,514.988,6.2082,2.424046549
CC(c1ccc(Cl)cc1)N1CCN(C2CCN(C(=O)CNC(=O)c3ccc(F)c(F)c3)CC2)CC1,0.820328653,0.651282683,0.25,505.009,3.7178,2.807323427
Cc1ccc(NC(=O)c2cccc(NC(=O)CCC(=O)Nc3ccccc3N3CCCC3)c2)cc1Cl,0.820300639,0.358205153,0.5,505.018,5.85832,2.097873764
O=C(NC(C(F)F)C(F)(F)F)c1cnc(N2CCC(F)(F)C2)c(-c2ccc(Cl)cc2)n1,0.820195496,0.650570226,0.5,470.776,4.5682,3.536326005
Cc1ncc(NC(=O)c2cnc(N3CCC3)c(F)c2)cc1-c1cccnn1,0.820185244,0.766364705,0.25,364.384,2.84352,2.567369918
CC(=O)N=c1cc(-c2cc(C(=O)N3CCCC(c4nc(C)no4)C3)[nH]c2C)cc(C)[nH]1,0.820167243,0.672383411,0.5,422.489,2.78506,3.76811818
Cc1cc(N2CCCCC2)c([N+](=O)[O-])n1CC(=O)Nc1ccc(F)cc1,0.820122659,0.653878411,0.25,360.389,3.47282,2.379911049
Cc1ccc(N=c2ncc(C(=O)c3cccc(NC(=O)c4cccnc4)c3)c[nH]2)cc1,0.820116401,0.489370529,0.5,409.449,3.82882,2.640279088
Cc1nc(C(C)C)cc(N2CCC(NC(=O)c3cc(N4CCCC5(CC4)CC5)ncc3F)CC2)n1,0.820102811,0.673653638,1,480.632,4.61182,3.304758392
O=C(NC1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1)c1ccccc1F,0.819974542,0.433813972,0.5,502.521,3.8267,2.448043098
O=C(Nc1ccc(N2CCOCC2=O)c(F)c1)C1CCCCN1C(=O)c1ccncc1,0.819932938,0.809549125,0.5,426.448,2.2173,2.830423023
N#Cc1ncc(-c2cc(F)cc(NC(=O)c3ccc(Cl)cn3)c2)cn1,0.819846392,0.778143318,0.25,353.744,3.45508,2.452551778
C=CCC(=O)Nc1ccc(F)cc1NC(=O)c1cc(Cl)ccc1N1CCC(N(C)CC(F)(F)F)CC1,0.819841504,0.341551896,0.5,526.962,5.7089,2.725301165
CC(=O)c1cncc(C(=O)Nc2ccc(C3CC(N4CCC(F)(F)CC4)C3)c(F)c2)c1,0.819823444,0.70025047,0.5,431.458,4.6527,2.721224992
O=C(NCCNC(=O)c1ccc(NC(=O)c2ccc(Cl)nc2)cc1)c1ccncc1,0.819817841,0.398977966,0.5,423.86,2.5421,2.049243085
O=C(NCc1cncn1Cc1cccnc1)c1ccc(-c2ccc(F)c(Cl)c2)[nH]1,0.81976366,0.504240658,0.5,409.852,4.044,2.599074812
CN=c1cccc(CCc2ccc(N)c(C(=O)NCc3c(F)cccc3Cl)n2)[nH]1,0.819721103,0.579119472,0.25,413.884,3.0301,3.057697379
CC(=O)N1CCC(c2ccc(C(=O)N=c3ncc(-c4cccnc4)c[nH]3)cc2)CC1,0.819713831,0.730452887,0.25,401.47,2.9387,2.760061301
Cc1cc(-c2ncccc2F)cc(=Nc2cnn(C3CNC3)c2C)[nH]1,0.819535971,0.770311443,0.25,338.39,2.40584,3.477658603
CC(C)c1cc(C(=O)Nc2cccc(Cl)c2N2CCC(N3CCCCC3)CC2)c2ccccn12,0.819534004,0.459362871,0.75,479.068,6.4231,2.692927246
Cc1ccccc1NC(=O)Cn1cc(CCNC(=O)c2ccncc2)c2ccccc21,0.819487095,0.48248915,0.25,412.493,3.95592,2.099820627
Cc1ncc(CNC(C)c2cc(Cl)cs2)c(C(=O)N2CCCCCC2)n1,0.819451809,0.820409358,0.5,392.956,4.36692,3.253671854
O=C(COC(=O)CNS(=O)(=O)c1ccc(-c2ccc(Cl)c(Cl)c2)cc1)NCc1ccccc1,0.819434762,0.429435859,0.5,507.395,3.7983,2.071085214
O=C(c1ccc(Cl)nc1)N1CCN(c2cc(=O)n(-c3ccc(Cl)cc3Cl)c(=O)[nH]2)CC1,0.819417417,0.582220708,0.5,480.739,2.8434,2.606893624
Cc1cc(C2CC2)cc(C(=O)N2CCCC(C(=O)Nc3ccc(Cl)cc3F)C2)c1NC(=O)CCN1CCCC1,0.819382489,0.446173554,0.75,555.094,5.58022,3.008272511
Cc1cc(C(=O)N(C)C(C(=O)NC2CCCCC2)c2cccnc2)n(C)n1,0.819317698,0.877486843,0.25,369.469,2.38572,2.881849276
NC(=O)C1CCCN1c1nccc(N2CCC(c3ccc(F)c(Cl)c3)CC2=O)n1,0.819305599,0.825052178,0.5,417.872,2.6338,3.349352137
O=C(Nc1cc(NS(=O)(=O)C2CCCCC2)ccc1Cl)c1ccccn1,0.819298744,0.80114689,0.25,393.896,4.0617,2.200031568
